Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Female,Fashion Designer,8,"Creative Design, Software Tools, Visual Communication",Masters/Postgraduate,Chandigarh,713605
Male,Fashion Designer,5,"Creative Design, Software Tools, Visual Communication",High School,Gurgaon,726201
Male,Fashion Designer,4,"Creative Design, Software Tools, Visual Communication",High School,Gurgaon,679964
Female,Fashion Designer,17,"Creative Design, Software Tools, Visual Communication",Bachelors,Gurgaon,1189244
Male,Fashion Designer,10,"Creative Design, Software Tools, Visual Communication",Masters/Postgraduate,Noida,1032582
Male,Fashion Designer,0,"Creative Design, Software Tools, Visual Communication",High School,Noida,525282
Female,Fashion Designer,12,"Creative Design, Software Tools, Visual Communication",Bachelors,Noida,859293
Female,Fashion Designer,10,"Creative Design, Software Tools, Visual Communication",Bachelors,Faridabad,737908
Male,Fashion Designer,11,"Creative Design, Software Tools, Visual Communication",Masters/Postgraduate,Faridabad,1194423
Male,Fashion Designer,4,"Creative Design, Software Tools, Visual Communication",Bachelors,Faridabad,665705
Male,Fashion Designer,19,"Creative Design, Software Tools, Visual Communication",Bachelors,Ghaziabad,1114982
Female,Fashion Designer,5,"Creative Design, Software Tools, Visual Communication",Masters/Postgraduate,Ghaziabad,661375
Female,Fashion Designer,9,"Creative Design, Software Tools, Visual Communication",High School,Ghaziabad,611007
Male,Fashion Designer,4,"Creative Design, Software Tools, Visual Communication",PhD/Doctorate,Remote,994035
Female,Fashion Designer,16,"Creative Design, Software Tools, Visual Communication",High School,Remote,745452
Female,Fashion Designer,5,"Creative Design, Software Tools, Visual Communication",Masters/Postgraduate,Remote,763121
Male,Pattern Maker,2,"Professional Skills, Communication",Masters/Postgraduate,Mumbai,736119
Female,Pattern Maker,20,"Professional Skills, Communication",High School,Mumbai,878456
Female,Pattern Maker,19,"Professional Skills, Communication",Masters/Postgraduate,Mumbai,1132377
Female,Pattern Maker,15,"Professional Skills, Communication",High School,Delhi,688164
Male,Pattern Maker,13,"Professional Skills, Communication",Bachelors,Delhi,819758
Male,Pattern Maker,20,"Professional Skills, Communication",High School,Delhi,985470
Female,Pattern Maker,17,"Professional Skills, Communication",PhD/Doctorate,Bangalore,1388442
Female,Pattern Maker,12,"Professional Skills, Communication",Bachelors,Bangalore,792301
Male,Pattern Maker,18,"Professional Skills, Communication",Masters/Postgraduate,Bangalore,1245654
Female,Pattern Maker,9,"Professional Skills, Communication",Masters/Postgraduate,Chennai,783429
Male,Pattern Maker,18,"Professional Skills, Communication",Masters/Postgraduate,Chennai,1077981
Male,Pattern Maker,12,"Professional Skills, Communication",High School,Chennai,607184
Female,Pattern Maker,15,"Professional Skills, Communication",High School,Hyderabad,592292
Male,Pattern Maker,0,"Professional Skills, Communication",Bachelors,Hyderabad,418894
Female,Pattern Maker,3,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,557702
Female,Pattern Maker,12,"Professional Skills, Communication",Bachelors,Pune,634141
Male,Pattern Maker,1,"Professional Skills, Communication",Masters/Postgraduate,Pune,543809
Female,Pattern Maker,11,"Professional Skills, Communication",Masters/Postgraduate,Pune,860949
Male,Pattern Maker,16,"Professional Skills, Communication",Masters/Postgraduate,Kolkata,823454
Female,Pattern Maker,1,"Professional Skills, Communication",Masters/Postgraduate,Kolkata,454707
Female,Pattern Maker,13,"Professional Skills, Communication",PhD/Doctorate,Kolkata,866704
Male,Pattern Maker,7,"Professional Skills, Communication",Bachelors,Ahmedabad,560945
Male,Pattern Maker,9,"Professional Skills, Communication",Masters/Postgraduate,Ahmedabad,819643
Male,Pattern Maker,17,"Professional Skills, Communication",Bachelors,Ahmedabad,757650
Non-binary,Pattern Maker,11,"Professional Skills, Communication",PhD/Doctorate,Surat,656992
Male,Pattern Maker,10,"Professional Skills, Communication",PhD/Doctorate,Surat,832141
Non-binary,Pattern Maker,6,"Professional Skills, Communication",High School,Surat,329699
Male,Pattern Maker,3,"Professional Skills, Communication",High School,Jaipur,317346
Male,Pattern Maker,13,"Professional Skills, Communication",High School,Jaipur,543025
Male,Pattern Maker,12,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,731994
Male,Pattern Maker,4,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,487473
Female,Pattern Maker,17,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,689145
Female,Pattern Maker,3,"Professional Skills, Communication",Bachelors,Lucknow,339385
Male,Pattern Maker,2,"Professional Skills, Communication",High School,Kanpur,319240
Male,Pattern Maker,15,"Professional Skills, Communication",Bachelors,Kanpur,607356
Female,Pattern Maker,15,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,696499
Female,Pattern Maker,18,"Professional Skills, Communication",High School,Nagpur,532069
Female,Pattern Maker,16,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,788089
Female,Pattern Maker,1,"Professional Skills, Communication",Bachelors,Nagpur,352034
Female,Pattern Maker,1,"Professional Skills, Communication",Bachelors,Indore,315928
Male,Pattern Maker,4,"Professional Skills, Communication",Masters/Postgraduate,Indore,489101
Male,Pattern Maker,5,"Professional Skills, Communication",Masters/Postgraduate,Indore,489458
Female,Pattern Maker,0,"Professional Skills, Communication",Bachelors,Patna,247212
Male,Pattern Maker,1,"Professional Skills, Communication",Masters/Postgraduate,Patna,370824
Female,Pattern Maker,20,"Professional Skills, Communication",Masters/Postgraduate,Patna,759567
Female,Pattern Maker,2,"Professional Skills, Communication",Bachelors,Bhopal,311874
Female,Pattern Maker,7,"Professional Skills, Communication",PhD/Doctorate,Bhopal,537244
Male,Pattern Maker,5,"Professional Skills, Communication",Bachelors,Bhopal,453372
Female,Pattern Maker,13,"Professional Skills, Communication",Bachelors,Coimbatore,498090
Male,Pattern Maker,20,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,881629
Male,Pattern Maker,3,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,500013
Female,Pattern Maker,10,"Professional Skills, Communication",Bachelors,Kochi,548586
Male,Pattern Maker,0,"Professional Skills, Communication",Bachelors,Kochi,369662
Male,Pattern Maker,17,"Professional Skills, Communication",Masters/Postgraduate,Kochi,896684
Male,Pattern Maker,9,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,623983
Male,Pattern Maker,14,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,701290
Female,Pattern Maker,8,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,453815
Male,Pattern Maker,19,"Professional Skills, Communication",Bachelors,Vadodara,709291
Female,Pattern Maker,14,"Professional Skills, Communication",Bachelors,Vadodara,638956
Male,Pattern Maker,18,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,900720
Male,Pattern Maker,3,"Professional Skills, Communication",Masters/Postgraduate,Nashik,477700
Male,Pattern Maker,7,"Professional Skills, Communication",Masters/Postgraduate,Nashik,551600
Female,Pattern Maker,6,"Professional Skills, Communication",Masters/Postgraduate,Nashik,486779
Male,Pattern Maker,9,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,628517
Female,Pattern Maker,7,"Professional Skills, Communication",Bachelors,Rajkot,458215
Male,Pattern Maker,10,"Professional Skills, Communication",Bachelors,Rajkot,522656
Male,Pattern Maker,4,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,586032
Female,Pattern Maker,2,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,456239
Male,Pattern Maker,2,"Professional Skills, Communication",Bachelors,Chandigarh,412137
Male,Pattern Maker,19,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,1230026
Male,Pattern Maker,9,"Professional Skills, Communication",Bachelors,Gurgaon,761470
Male,Pattern Maker,11,"Professional Skills, Communication",High School,Gurgaon,764400
Non-binary,Pattern Maker,7,"Professional Skills, Communication",Masters/Postgraduate,Noida,658306
Female,Pattern Maker,4,"Professional Skills, Communication",Masters/Postgraduate,Noida,587940
Female,Pattern Maker,9,"Professional Skills, Communication",Masters/Postgraduate,Noida,820766
Non-binary,Pattern Maker,16,"Professional Skills, Communication",Masters/Postgraduate,Faridabad,958448
Male,Pattern Maker,15,"Professional Skills, Communication",High School,Faridabad,783465
Female,Pattern Maker,9,"Professional Skills, Communication",PhD/Doctorate,Faridabad,892811
Male,Pattern Maker,3,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,653857
Female,Pattern Maker,11,"Professional Skills, Communication",High School,Ghaziabad,571864
Male,Pattern Maker,6,"Professional Skills, Communication",PhD/Doctorate,Ghaziabad,779886
Male,Pattern Maker,8,"Professional Skills, Communication",High School,Remote,563438
Male,Pattern Maker,11,"Professional Skills, Communication",Bachelors,Remote,654845
Male,Pattern Maker,15,"Professional Skills, Communication",Masters/Postgraduate,Remote,880891
Female,Quality Controller,14,"Professional Skills, Communication",Bachelors,Mumbai,863049
Male,Quality Controller,11,"Professional Skills, Communication",Masters/Postgraduate,Mumbai,1049516
Male,Quality Controller,14,"Professional Skills, Communication",High School,Mumbai,902353
Male,Quality Controller,14,"Professional Skills, Communication",Masters/Postgraduate,Delhi,1258497
Female,Quality Controller,9,"Professional Skills, Communication",Bachelors,Delhi,725447
Female,Quality Controller,14,"Professional Skills, Communication",PhD/Doctorate,Delhi,1099899
Female,Quality Controller,11,"Professional Skills, Communication",PhD/Doctorate,Bangalore,1071295
Female,Quality Controller,0,"Professional Skills, Communication",Bachelors,Bangalore,469353
Male,Quality Controller,8,"Professional Skills, Communication",Bachelors,Bangalore,898740
Male,Quality Controller,6,"Professional Skills, Communication",Masters/Postgraduate,Chennai,791911
Male,Quality Controller,0,"Professional Skills, Communication",Masters/Postgraduate,Chennai,608431
Female,Quality Controller,3,"Professional Skills, Communication",Masters/Postgraduate,Chennai,657911
Female,Quality Controller,13,"Professional Skills, Communication",PhD/Doctorate,Hyderabad,1181726
Female,Quality Controller,16,"Professional Skills, Communication",Bachelors,Hyderabad,799602
Female,Quality Controller,15,"Professional Skills, Communication",High School,Hyderabad,692063
Male,Quality Controller,20,"Professional Skills, Communication",PhD/Doctorate,Pune,1556363
Male,Quality Controller,4,"Professional Skills, Communication",Masters/Postgraduate,Pune,729789
Male,Quality Controller,2,"Professional Skills, Communication",Bachelors,Pune,542602
Male,Quality Controller,19,"Professional Skills, Communication",High School,Kolkata,735480
Male,Quality Controller,8,"Professional Skills, Communication",Bachelors,Kolkata,587050
Non-binary,Quality Controller,18,"Professional Skills, Communication",High School,Kolkata,701612
Male,Quality Controller,16,"Professional Skills, Communication",High School,Ahmedabad,784425
Male,Quality Controller,1,"Professional Skills, Communication",Bachelors,Ahmedabad,434690
Female,Quality Controller,15,"Professional Skills, Communication",Masters/Postgraduate,Ahmedabad,891385
Female,Quality Controller,1,"Professional Skills, Communication",High School,Surat,317450
Female,Quality Controller,18,"Professional Skills, Communication",Bachelors,Surat,684404
Male,Quality Controller,14,"Professional Skills, Communication",Bachelors,Surat,754693
Male,Quality Controller,14,"Professional Skills, Communication",Bachelors,Jaipur,657647
Male,Quality Controller,4,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,582179
Female,Quality Controller,3,"Professional Skills, Communication",High School,Jaipur,366484
Female,Quality Controller,18,"Professional Skills, Communication",Bachelors,Lucknow,711685
Male,Quality Controller,1,"Professional Skills, Communication",High School,Lucknow,303528
Female,Quality Controller,13,"Professional Skills, Communication",Bachelors,Lucknow,620950
Male,Quality Controller,4,"Professional Skills, Communication",PhD/Doctorate,Kanpur,572855
Male,Quality Controller,4,"Professional Skills, Communication",High School,Kanpur,372168
Male,Quality Controller,4,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,583713
Female,Quality Controller,6,"Professional Skills, Communication",High School,Nagpur,371069
Female,Quality Controller,5,"Professional Skills, Communication",Bachelors,Nagpur,449223
Female,Quality Controller,9,"Professional Skills, Communication",Bachelors,Nagpur,516959
Male,Quality Controller,3,"Professional Skills, Communication",Masters/Postgraduate,Indore,539847
Male,Quality Controller,0,"Professional Skills, Communication",Masters/Postgraduate,Indore,460279
Female,Quality Controller,18,"Professional Skills, Communication",Bachelors,Indore,661493
Male,Quality Controller,4,"Professional Skills, Communication",Masters/Postgraduate,Patna,544567
Male,Quality Controller,12,"Professional Skills, Communication",Bachelors,Patna,626265
Female,Quality Controller,20,"Professional Skills, Communication",PhD/Doctorate,Patna,848200
Non-binary,Quality Controller,6,"Professional Skills, Communication",PhD/Doctorate,Bhopal,530166
Male,Quality Controller,13,"Professional Skills, Communication",High School,Bhopal,528380
Male,Quality Controller,7,"Professional Skills, Communication",Masters/Postgraduate,Bhopal,632881
Male,Quality Controller,13,"Professional Skills, Communication",Bachelors,Coimbatore,701436
Male,Quality Controller,1,"Professional Skills, Communication",Bachelors,Coimbatore,390230
Male,Quality Controller,3,"Professional Skills, Communication",Bachelors,Coimbatore,467133
Female,Quality Controller,4,"Professional Skills, Communication",Masters/Postgraduate,Kochi,476160
Female,Quality Controller,14,"Professional Skills, Communication",Bachelors,Kochi,687830
Male,Quality Controller,11,"Professional Skills, Communication",High School,Kochi,609119
Female,Quality Controller,0,"Professional Skills, Communication",High School,Thiruvananthapuram,290605
Female,Quality Controller,5,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,517245
Male,Quality Controller,15,"Professional Skills, Communication",PhD/Doctorate,Thiruvananthapuram,946976
Female,Quality Controller,9,"Professional Skills, Communication",Bachelors,Vadodara,557994
Male,Quality Controller,20,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,998523
Female,Quality Controller,18,"Professional Skills, Communication",PhD/Doctorate,Vadodara,953987
Male,Quality Controller,4,"Professional Skills, Communication",Bachelors,Nashik,444278
Female,Quality Controller,0,"Professional Skills, Communication",Bachelors,Nashik,318620
Female,Quality Controller,3,"Professional Skills, Communication",Masters/Postgraduate,Nashik,449943
Male,Quality Controller,0,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,501161
Female,Quality Controller,6,"Professional Skills, Communication",Bachelors,Rajkot,444602
Male,Quality Controller,0,"Professional Skills, Communication",High School,Rajkot,324111
Female,Quality Controller,5,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,507504
Male,Quality Controller,1,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,548923
Male,Quality Controller,12,"Professional Skills, Communication",High School,Chandigarh,539091
Male,Quality Controller,9,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,1036914
Male,Quality Controller,14,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,1300860
Male,Quality Controller,17,"Professional Skills, Communication",PhD/Doctorate,Gurgaon,1629056
Male,Quality Controller,8,"Professional Skills, Communication",Masters/Postgraduate,Noida,823598
Male,Quality Controller,20,"Professional Skills, Communication",Bachelors,Noida,1138543
Female,Quality Controller,11,"Professional Skills, Communication",Bachelors,Noida,793724
Female,Quality Controller,0,"Professional Skills, Communication",PhD/Doctorate,Faridabad,654015
Female,Quality Controller,17,"Professional Skills, Communication",Masters/Postgraduate,Faridabad,1097910
Female,Quality Controller,15,"Professional Skills, Communication",Bachelors,Faridabad,823046
Male,Quality Controller,1,"Professional Skills, Communication",PhD/Doctorate,Ghaziabad,666577
Female,Quality Controller,15,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,948525
Female,Quality Controller,20,"Professional Skills, Communication",Bachelors,Ghaziabad,907072
Male,Quality Controller,14,"Professional Skills, Communication",Masters/Postgraduate,Remote,1029421
Female,Quality Controller,20,"Professional Skills, Communication",Bachelors,Remote,827477
Male,Quality Controller,8,"Professional Skills, Communication",Bachelors,Remote,694587
Female,Production Manager,20,"Leadership, Team Management, Strategic Planning",High School,Mumbai,1452889
Male,Production Manager,14,"Leadership, Team Management, Strategic Planning",High School,Mumbai,1308486
Male,Production Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Mumbai,884830
Male,Production Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Delhi,1143303
Male,Production Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Delhi,778740
Female,Production Manager,19,"Leadership, Team Management, Strategic Planning",High School,Delhi,1210349
Male,Production Manager,2,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bangalore,1149186
Male,Production Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bangalore,2021709
Female,Production Manager,11,"Leadership, Team Management, Strategic Planning",Bachelors,Bangalore,1252852
Female,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Chennai,1321363
Female,Production Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Chennai,1530641
Female,Production Manager,4,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Chennai,928786
Male,Production Manager,7,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Hyderabad,1535054
Male,Production Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Hyderabad,900486
Male,Production Manager,19,"Leadership, Team Management, Strategic Planning",Bachelors,Hyderabad,1552952
Female,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,1315600
Female,Production Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Pune,1178106
Female,Production Manager,17,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,1340823
Female,Production Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Kolkata,715259
Female,Production Manager,13,"Leadership, Team Management, Strategic Planning",Bachelors,Kolkata,1005878
Female,Production Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Kolkata,561325
Female,Production Manager,12,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,1050900
Male,Production Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,694107
Female,Production Manager,9,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,901521
Female,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Surat,1081834
Female,Production Manager,20,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Surat,1365615
Female,Production Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Surat,521686
Male,Production Manager,17,"Leadership, Team Management, Strategic Planning",High School,Jaipur,1026300
Female,Production Manager,19,"Leadership, Team Management, Strategic Planning",High School,Jaipur,954979
Male,Production Manager,18,"Leadership, Team Management, Strategic Planning",High School,Jaipur,988015
Male,Production Manager,14,"Leadership, Team Management, Strategic Planning",High School,Lucknow,827359
Male,Production Manager,5,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,728168
Female,Production Manager,10,"Leadership, Team Management, Strategic Planning",High School,Lucknow,611138
Male,Production Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,812360
Male,Production Manager,15,"Leadership, Team Management, Strategic Planning",High School,Kanpur,795191
Female,Production Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,680739
Male,Production Manager,6,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nagpur,907939
Male,Production Manager,18,"Leadership, Team Management, Strategic Planning",High School,Nagpur,966941
Female,Production Manager,18,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nagpur,1137137
Female,Production Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Indore,842040
Male,Production Manager,16,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Indore,1507964
Female,Production Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Indore,544488
Female,Production Manager,13,"Leadership, Team Management, Strategic Planning",Bachelors,Patna,793047
Male,Production Manager,0,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Patna,547716
Non-binary,Production Manager,20,"Leadership, Team Management, Strategic Planning",High School,Patna,798451
Female,Production Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,576908
Male,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,1123638
Female,Production Manager,9,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,665327
Female,Production Manager,18,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Coimbatore,1124481
Female,Production Manager,17,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Coimbatore,1295844
Female,Production Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Coimbatore,1098116
Male,Production Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kochi,1331223
Male,Production Manager,18,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kochi,1501866
Female,Production Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,555703
Female,Production Manager,15,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Thiruvananthapuram,1149596
Male,Production Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,697840
Female,Production Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,990487
Female,Production Manager,12,"Leadership, Team Management, Strategic Planning",High School,Vadodara,821608
Female,Production Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Vadodara,1351678
Non-binary,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,957696
Male,Production Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Nashik,654437
Male,Production Manager,9,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nashik,1010783
Male,Production Manager,6,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nashik,859169
Male,Production Manager,10,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,866794
Female,Production Manager,4,"Leadership, Team Management, Strategic Planning",High School,Rajkot,482520
Female,Production Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,633907
Male,Production Manager,9,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Chandigarh,1139510
Male,Production Manager,17,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Chandigarh,1382949
Male,Production Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Chandigarh,667568
Female,Production Manager,16,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Gurgaon,1549010
Female,Production Manager,14,"Leadership, Team Management, Strategic Planning",High School,Gurgaon,1226043
Male,Production Manager,2,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Gurgaon,1217139
Female,Production Manager,3,"Leadership, Team Management, Strategic Planning",High School,Noida,695025
Male,Production Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,1737088
Female,Production Manager,0,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,659906
Male,Production Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Faridabad,1108980
Male,Production Manager,17,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Faridabad,1910434
Male,Production Manager,1,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Faridabad,882281
Male,Production Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ghaziabad,1356809
Female,Production Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Ghaziabad,649462
Male,Production Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Ghaziabad,1263214
Male,Production Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Remote,1262290
Female,Production Manager,10,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Remote,1271941
Male,Production Manager,12,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Remote,1499988
Female,Export Manager,15,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Mumbai,1952304
Male,Export Manager,5,"Leadership, Team Management, Strategic Planning",High School,Mumbai,1019978
Male,Export Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Mumbai,1780269
Female,Export Manager,12,"Leadership, Team Management, Strategic Planning",High School,Delhi,1134767
Male,Export Manager,13,"Leadership, Team Management, Strategic Planning",High School,Delhi,1387136
Male,Export Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Delhi,1919047
Male,Export Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Bangalore,1353732
Male,Export Manager,2,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bangalore,1196700
Male,Export Manager,1,"Leadership, Team Management, Strategic Planning",High School,Bangalore,873326
Male,Export Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Chennai,1628994
Male,Export Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Chennai,1073740
Female,Export Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Chennai,876073
Female,Export Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Hyderabad,1070671
Female,Export Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Hyderabad,1544973
Female,Export Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Hyderabad,937401
Male,Export Manager,2,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,856943
Male,Export Manager,19,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,1837011
Non-binary,Export Manager,17,"Leadership, Team Management, Strategic Planning",Bachelors,Pune,1471756
Female,Export Manager,9,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kolkata,1141753
Female,Export Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Kolkata,741895
Female,Export Manager,3,"Leadership, Team Management, Strategic Planning",High School,Kolkata,615722
Female,Export Manager,11,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,1005571
Female,Export Manager,3,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ahmedabad,966560
Female,Export Manager,9,"Leadership, Team Management, Strategic Planning",Bachelors,Ahmedabad,1051663
Male,Export Manager,9,"Leadership, Team Management, Strategic Planning",Bachelors,Surat,1014513
Female,Export Manager,20,"Leadership, Team Management, Strategic Planning",Bachelors,Surat,1284534
Male,Export Manager,2,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Surat,1085988
Male,Export Manager,17,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,1282005
Male,Export Manager,10,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,1011488
Male,Export Manager,19,"Leadership, Team Management, Strategic Planning",Bachelors,Jaipur,1412579
Female,Export Manager,5,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,653732
Male,Export Manager,4,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Lucknow,950897
Female,Export Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,1137231
Female,Export Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,884467
Female,Export Manager,11,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,879939
Male,Export Manager,7,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kanpur,1040260
Male,Export Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Nagpur,909698
Male,Export Manager,15,"Leadership, Team Management, Strategic Planning",High School,Nagpur,976634
Female,Export Manager,6,"Leadership, Team Management, Strategic Planning",High School,Nagpur,634041
Female,Export Manager,2,"Leadership, Team Management, Strategic Planning",High School,Indore,477291
Male,Export Manager,17,"Leadership, Team Management, Strategic Planning",High School,Indore,915741
Male,Export Manager,17,"Leadership, Team Management, Strategic Planning",Bachelors,Indore,1109674
Female,Export Manager,12,"Leadership, Team Management, Strategic Planning",Bachelors,Patna,819779
Male,Export Manager,15,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Patna,1291090
Male,Export Manager,20,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Patna,1802637
Male,Export Manager,5,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Bhopal,1001405
Male,Export Manager,12,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Bhopal,1348875
Female,Export Manager,18,"Leadership, Team Management, Strategic Planning",Bachelors,Bhopal,1098949
Male,Export Manager,5,"Leadership, Team Management, Strategic Planning",Bachelors,Coimbatore,802468
